age,health,Health1,Health2,Health3,Health4,Health5,Death
97,5,0.02379369,0.00653440,0.04318080,0.11354922,0.42614672,0.38679517
97,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
98,1,0.42693945,0.25944922,0.10080557,0.07018705,0.03659981,0.10601889
98,2,0.03283399,0.46772759,0.20452477,0.06172902,0.07188071,0.16130393
98,3,0.00611613,0.09314795,0.50934987,0.14864145,0.03337762,0.20936699
98,4,0.00483253,0.01944963,0.10193721,0.46738558,0.12625960,0.28013544
98,5,0.02831772,0.00644547,0.04284834,0.10896732,0.41041347,0.40300768
98,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
99,1,0.41272014,0.25516705,0.10227316,0.07432066,0.03898913,0.11652986
99,2,0.03115612,0.44953855,0.20006467,0.06265519,0.07764265,0.17894282
99,3,0.00590388,0.08993801,0.49549381,0.14653911,0.03365156,0.22847363
99,4,0.00477278,0.01892735,0.09832422,0.45401030,0.12455387,0.29941147
99,5,0.03359520,0.00633762,0.04238378,0.10423914,0.39400932,0.41943493
99,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
